ga_codearticle;ga_libelle;ga_familleniv1;Fermé
F046;RUBANS ADHESIF INVIS.19X33 LOT DE 5;7;0
F417;TAILLE-CRAYON 2 USAGES AVEC POT;7;0
F409;TAILLE-CRAYON METAL 2 TROUS;7;0
F427;TABLEAU LIEGE CADRE BOIS 60X90;7;0
HY066;SURCHAUSSURES BLEUES LOT DE 50;9;0
F071;25 BOITES ARCHIVES DOS DE 100;7;0
F060;8 POST IT 76X127 JAUNE;7;0
F061;8 POST IT 76X76 JAUNE;7;0
F062;8 POST IT 38X51 JAUNE;7;0
F110;6 CHEMISES 3 RABATS ELAST.BLEU;7;0
F119ASS;6 CHEMISES 3 RABATS ELASTIQUE CARTE ASSORTIES;7;0
F179ASS;ASSORTIMENT DE 7 CLASSEURS A LEVIER DOS DE 50;7;0
F189ASS;ASSORTIMENT DE 7 CLASSEURS DOS DE 75;7;0
F128ASS;CHEMISE SANS RABAT AVEC ELASTIQ. CARTE LOT DE 6 ASS.;7;0
F184;CLASSEUR LEVIER NOIR DOS 75;7;0
F173;CLASSEUR LEVIER VERT DOS 50;7;0
F177;CLASSEUR LEVIER DOS DE 50 GRIS;7;0
F174;CLASSEUR LEVIER NOIR DOS 50;7;0
F176;CLASSEUR LEVIER FUSHIA DOS 50;7;0
F170;CLASSEUR LEVIER JAUNE DOS 50;7;0
F239ASS;LOT DE3 CHEMISES EXTENSIBLES A SANGLE TEXTILE ASS;7;0
F329ASS;LOT DE 12 STYLOS ROLLER 0.7 MM ASSORTIS;7;0
F339ASS;LOT DE 4 MARQUEURS EFFACABLES ASSORTIS;7;0
F349ASS;LOT DE 3 MARQUEURS PERMANENTS ASSORTIS;7;0
HY005;PAQU.24 RLX PAPIER TOILET.192;9;0
CHEPL9ASS;PAQU.15 CHEMISES PLAST.ASSORT.;7;0
HY004;PAQU.24 RLX PAPIER TOILET.200;9;0
CHEPL5;PAQU DE 15 CHEMISES PLAST VERT;7;0
F413;ROLLER CORRECTION JETABLE (2);7;0
F351;TABLEAU BLANC MAGNETIQUE CADRE ALU 60 X 90;7;0
F213;6 POCHETTES COIN FENETRE BLEU;7;0
F219ASS;6 POCHETTES COIN FENETRE ASSOR;7;0
F232;3 CHEMIS.SANGLE TEXTILE VERT;7;0
F333;3 MARQUEURS EFFACABLES VERTS;7;0
F342;3 MARQUEURS PERMANENTS ROUGE;7;0
F403;3 PAQUETS 10 LAMES CUTTER 9MM;7;0
F002;CAHIER GDS CARREAUX 17X22 (5);7;0
F003;CAHIER PTS CARR.21X29.7 (5);7;0
F004;CAHIER 21X29.7 GDS CARREA.(5);7;0
F005;CAHIER SPIR.PTS CARR.17X22 (5);7;0
F006;CAHIER SPIR.GDS CARR.17X22 (5);7;0
F305;STYLO 4 COULEURS  NF;7;0
F309ASS;LOT DE 12 STYLOS BILLE A CLIC;7;0
F020;LOT DE 4 SURLIGNEURS ROSES;7;0
F022;LOT DE 4 SURLIGNEURS VERTS;7;0
HY009E;PAPIER TOILETTE 200 FEUILLES ECOLABEL;15;0
CHEPL2;PAQUET 15 CHEMISES PLAST.BLEU;7;0
CHEPL20;PAQUET DE 5 CHEMISES 8 ONGLETS 235X320 MM;7;0
CHEPL3;PAQUET 15 CHEMISES PLAST.ROUGE;7;0
F230;3 CHEMIS.SANGLE TEXTILE ROUGE;7;0
F121;3 CHEM.3 RBTS ELAS.POLYP.ROUGE;7;0
F122;3 CHEM.3 RBTS ELAS.POLYP.VERT;7;0
F340;3 MARQUEURS PERMANENTS NOIR;7;0
HY008C;BOITE DE 9 PAQUETS DE 250 FEUILLES;9;0
HY008D;BOITE DE 36 PAQUETS DE 250 FEUILLES;9;0
F249ASS;CHEMISE EXTENSIBLE A VELCRO PVC ASSORTIS;7;0
RAMA 5;CARTON DE 5 RAMETTES A4;7;0
RAMA 5R;CARTON DE 5 RAMETTES A4 RECYCLEES;15;0
F125;CHEMISE SANS RABAT AVEC ELASTIQ. CARTE LOT DE 6 BLEU;7;0
F126;CHEMISE SANS RABAT AVEC ELASTIQ. CARTE LOT DE 6 ROUGE;7;0
F127;CHEMISE SANS RABAT AVEC ELASTIQUE CARTE LOT DE 6 VERT;7;0
F030;CRAYON AVEC GOMME LOT DE 10;7;0
F066;FEUILLES REPOSITION. ASS. PASTEL LOT DE 8 76X127;7;0
F068;FEUILLES REPOS.ASS. VIVES LOT DE 8 76X127;7;0
C076VER;TORCHONS GAUFRES VERT LOT DE 3;4;0
F067;FEUILLES REPOSITON. ASS. COUL. PASTEL LOT DE 8 76X76;7;1
U026;LOT DE 6 PILES ALCALINE LR06;0;0
U027;LOT DE 6 DEVIDOIRS ESCARGOTS;0;0
U028;LOT DE 10 STYLOS FEUTRES PAPER MATE NOIR;0;0
TB004;25 GANTS TOIL. BIO 15X22CM 600G LATTE BRODES;80;0
U029;LOT DE 10 STYLOS FEUTRES PAPER MATE BLEU;0;0
U030;LOT DE 10 STYLOS FEUTRES PAPER MATE ROUGE;0;0
U031;LOT DE 10 STYLOS FEUTRES PAPER MATE VERT;0;0
OP003;25 T-SHIRTS BIO FEMME S BLANC IMPRIM. COEUR+DOS;81;1
OP005;25 T-SHIRTS BIO FEMME S NOIR IMPRIM. COEUR;81;1
U070;BOITE DE 5000 AGITATEURS ECORESPONSABLES EN BOIS;0;0
U071;BOITE DE 250 PAILLES BIODEGRABLES EN PAPIER;0;0
B008B;LOT 8  SAVONS MECA BEIGE + 2 DISTRIBUTEURS 4L;17;0
B008BV;LOT 4 SAVONS MECA BEIGE + 4 VOLCANO + 2 DISTRIBUTEURS 4L;17;0
U037;LOT DE 20 PORTE CLES ;0;1
OP002;25 T-SHIRTS BIO FEMME S BLANC IMPRIM. COEUR;81;1
U077;LOT DE 50 ASSIETTES PLATES IVOIRE BIO 23 CM;0;0
HYBESAFE1;PACK DE PROTECTION BE SAFE 1;9;0
HY194;TUBE MECA VOLCANO 250ML;9;0
D150;COFFRET GOURMANDISES DE NOEL;16;0
D132;LOT DE 25 CARTES DE VOEUX FLOCON ;16;1
D130;LOT DE 25 CARTES DE VOEUX PAILLETTE  ;16;1
TB013;GANT TOILETTE BIO 15X22CM 600G CORAIL;80;0
B012V;LOT 12  SAVONS GEL MECA VOLCANO + 3 DISTRIBUTEURS 4L;17;0
B016B;LOT 16 SAVONS MECA BEIGE + 4 DISTRIBUTEURS 4L;17;0
TB017;SERVIETTE INVITE BIO 30X50CM 600G BEIGE;80;0
TB019;SERVIETTE INVITE BIO 30X50CM 600G LATTE;80;0
TB021;SERVIETTE INVITE BIO 30X50CM 600G BLEU MIN.;80;0
TB027;SERVIETTE INVITE BIO 30X50CM 600G BLEU ARG.;80;0
TB029;SERVIETTE INVITE BIO 30X50CM 600G CORAIL;80;0
TB031;SERVIETTE INVITE BIO 30X50CM 600G CREME;80;0
TB033;SERVIETTE BIO 50X100CM 600G BEIGE;80;0
TB035;SERVIETTE BIO 50X100CM 600G LATTE;80;0
TB037;SERVIETTE BIO 50X100CM 600G BLEU MIN.;80;0
TB039;SERVIETTE BIO 50X100CM 600G PECHE;80;0
TB041;SERVIETTE BIO 50X100CM 600G VERT CL.;80;0
TB043;SERVIETTE BIO 50X100CM 600G BLEU ARG.;80;0
TB045;SERVIETTE BIO 50X100CM 600G CORAIL;80;0
TB047;SERVIETTE BIO 50X100CM 600G CREME;80;0
TB053;DRAP BAIN BIO 70X140CM 600G BLEU MIN.;80;0
TB055;DRAP BAIN BIO 70X140CM 600G PECHE;80;0
TB057;DRAP BAIN BIO 70X140CM 600G VERT CL.;80;0
TB059;DRAP BAIN BIO 70X140CM 600G BLEU ARG.;80;0
TB061;DRAP BAIN BIO 70X140CM 600G CORAIL;80;0
TB063;DRAP BAIN BIO 70X140CM 600G CREME;80;0
TB065;DRAP DOUCHE BIO 90X180CM 600G BEIGE;80;0
TB067;DRAP DOUCHE BIO 90X180CM 600G LATTE;80;0
TB069;DRAP DOUCHE BIO 90X180CM 600G BLEU MIN.;80;0
TB071;DRAP DOUCHE BIO 90X180CM 600G PECHE;80;0
TB073;DRAP DOUCHE BIO 90X180CM 600G VERT CL.;80;0
TB075;DRAP DOUCHE BIO 90X180CM 600G BLEU ARG.;80;0
OP004;T-SHIRT BIO FEMME S NOIR;81;1
OP001;T-SHIRT BIO FEMME S BLANC;81;1
OP007;T-SHIRT BIO FEMME M BLANC;81;1
OP010;T-SHIRT BIO FEMME M NOIR;81;1
OP011;25 T-SHIRTS BIO FEMME M NOIR IMPRIM. COEUR;81;1
OP043;POLO BIO FEMME M BLANC;81;1
OP046;POLO BIO FEMME M NOIR;81;1
OP012;25 T-SHIRTS BIO FEMME M NOIR IMPRIM. COEUR+DOS;81;1
OP021;25 T-SHIRTS BIO HOMME M BLANC IMPRIM. COEUR+DOS;81;1
OP022;T-SHIRT BIO HOMME M NOIR;81;1
OP034;T-SHIRT BIO HOMME XL NOIR;81;1
OP037;POLO BIO FEMME S BLANC;81;1
OP040;POLO BIO FEMME S NOIR;81;1
K012NOI;ROULEAU ANTIDERAPANT ADHESIF NEZ DE MARCHE NOIR (10 M X 30 MM);14;1
OP025;T-SHIRT BIO HOMME L BLANC;81;1
OP016;T-SHIRT BIO FEMME L NOIR;81;1
OP017;25 T-SHIRTS BIO FEMME L NOIR IMPRIM. COEUR;81;1
OP028;T-SHIRT BIO HOMME L NOIR;81;1
OP013;T-SHIRT BIO FEMME L BLANC;81;1
K012BLA;ROULEAU ANTIDERAPANT ADHESIF NEZ DE MARCHE BLANC (10 M X 30 MM);14;1
OP049;POLO BIO FEMME L BLANC;81;1
OP077;10 MUGS BAMBOU/POLYP. 300 ML BLEU GRIS;81;1
OP082;500 CRAYONS PAP. BOIS + GOMME IMPRIMES;81;0
OP055;POLO BIO HOMME M BLANC;81;1
OP058;POLO BIO HOMME M NOIR;81;1
OP064;POLO BIO HOMME L NOIR;81;1
OP067;POLO BIO HOMME XL BLANC;81;1
OP070;POLO BIO HOMME XL NOIR;81;1
OP073;PARAPLUIE POCHE PET/BAMBOU BLANC;81;1
OP075;PARAPLUIE STANDARD PET/BAMBOU BLANC;81;1
OP084;500 STYLOS PAP. MAIS BIOD. ENCRE BLEUE IMPRIMES;81;0
OP014;25 T-SHIRTS BIO FEMME L BLANC IMPRIM. COEUR;81;1
K009;PLAQUE SIGNALETIQUE 150 x 150 MM - SONNETTE HANDICAPE;14;0
K008JAU;ROULEAU ADHESIF PVC TRANSLUCIDE (10M X 5CM) JAUNE;14;0
K008SAB;ROULEAU ADHESIF PVC TRANSLUCIDE (10M X 5CM) SABLE EFFET DEPOLI;14;0
D046;COFFRET DECOUVERTE 2019;16;1
D047;COFFRET DEGUSTATION 2019;16;1
D127;LOT DE 25 CARTES DE VOEUX   2019;16;1
D128;LOT DE 25 CARTES DE VOEUX  2019;16;1
D129;LOT DE 25 CARTES DE VOEUX 2019;16;1
D106;COFFRET ESCAPADE 2017;16;1
D105;COFFRET MARIUS 2019;16;1
K013BLA;BOBINE ADHESIF POUR CONTREMARCHE BLANC (10M X 10CM);14;1
K010GRI;DALLE PODOTACTILE D'EVEIL DE VIGILANCE (450 x 420 MM) GRIS;14;1
K018;PROFILE EN ALUMINIUM ANODISE NATUREL 1,5M X 38MM;14;1
K016;PULVERISATEUR AVEC LIQUIDE DE REPOSITIONNEMENT 500ML;14;1
K014;RACLETTE DE LISSAGE AVEC FEUTRINE;14;1
K015;RACLETTE DE LISSAGE AVEC FEUTRINE;14;1
K012GRI;ROULEAU ANTIDERAPANT ADHESIF NEZ DE MARCHE GRIS (10 M X 30 MM);14;1
A073;VERGETTE COC-BASSINE;1;0
OP015;25 T-SHIRTS BIO FEMME L BLANC IMPRIM. COEUR+DOS;81;1
A146;BROSSE A ONGLE NYLON PVC;1;0
A115;BROSSE BRASSERIE MEXYL AVEC MANCHE;1;0
A021;BALAYETTE CRIN NO 1;1;0
A022;BALAI RADIATEUR TRIPLE FACE CRIN;1;0
A029;BALAYETTE COCO 49 T;1;0
A066;BALAI PIASSAVA 40 CM;1;0
A069;BALAYETTE COCO/BASSINE;1;0
A019;BROSSE 5/52 MEXYL;1;0
A024;BROSSE NYLON VIOLON;1;0
A026;BROSSE BETAIL CRIN;1;0
A030;BROSSE LAVAGE NYLON FLEURE;1;0
A031;BROSSE BETAIL MEXYL;1;0
A040;BROSSE 5/52 CHIENDENT;1;0
A037;LAVE-PONT LORRAIN CHIENDENT;1;0
A074;LAVE-PONT LORRAIN NYLON;1;0
XOP;Lot de 25 t-shirts ou 25 polos (composition à préciser);81;0
SVC001;"MAIL ENTREPRISE ""NOUS SOUTENONS LE HANDICAP VISUEL""";7;0
SVC003;"POSTER A3 ENTREPRISE ""NOUS SOUTENONS LE HANDICAP VISUEL""";7;0
A098;BALAYETTE PVC NYLON;1;0
SVC006;"POSTER A3 SERVICE PUBLIC ""NOUS SOUTENONS LE HANDICAP VISUEL""";7;0
A157;VERGETTE ELASTON ONDULE 50 CM;1;0
A141;BALAI SOIE 30 CM;1;0
OP018;25 T-SHIRTS BIO FEMME L NOIR IMPRIM. COEUR+DOS;81;1
OP019;T-SHIRT BIO HOMME M BLANC;81;1
OP020;25 T-SHIRTS BIO HOMME M BLANC IMPRIM. COEUR;81;1
OP044;25 POLOS BIO FEMME M BLANC IMPRIM. COEUR;81;1
A075;BALAI COCO 1 M;1;0
A109;BALAI COCO 80;1;0
A144;BALAYETTE MEXYL;1;0
A112;BROSSE TETE DE LOUP CRIN;1;0
A113;BROSSE TETE DE LOUP NYLON;1;0
A114;BROSSE BRASSERIE NYLON AVEC MANCHE COURT;1;0
A140;BROSSE CHIRURGICALE ALIMENT;1;0
HY013;ESSUIE-MAINS ENCHEV.2X100 LISS;9;0
ENV28;ENVELOPPE 229X324 BLANC FENETRE;7;0
HY232;150 PASTILLES JAVEL (500 GR);9;0
OP047;25 POLOS BIO FEMME M NOIR IMPRIM. COEUR;81;1
HY239;INSECTICIDE POUR REMPANT 750ML;9;0
OP045;25 POLOS BIO FEMME M BLANC IMPRIM. COEUR+DOS;81;1
OP048;25 POLOS BIO FEMME M NOIR IMPRIM. COEUR+DOS;81;1
HY159;SAVON DE MARSEILLE 400GR;9;0
HY203;RENOVATEUR A MECHE FLEURI;9;1
LJC10539;BOITE DE 100 PLANCHES 14 ETIQUETTES 105X39;7;0
HY501;DISTRIBUTEUR POUR HY012/HY013;9;0
LJC210048;BOITE DE 100 PLANCHES 6 ETIQUETTES 210 X 48 MM;7;0
RAMA;RAMETTE PAPIER 500 FEUILLES A4;7;0
U016;CLE USB 8 GO;0;0
HY090;CARTON 40 BOITES 100 MOUCHOIRS;9;0
HY247;TAMPON SUPER GRATTE VERT (3);9;0
RAMAR;RAMETTE PAPIER 100% RECYCLE;15;0
A131;BALAI CANT.ENROBAGE 30;1;0
A401;BALAI INDUSTRIEL CANTONNIER MONTURE BOIS 40CM;1;0
P043;SACS POUB BIODEGRABLE 30L TRANSL 18 MICRONS;5;1
CBAIN;"LOT ""BAIN"" (1 DRAP BAIN + 1 SERV. INVIT. + 4 GANTS TOIL. + 1 SERV. + 1 TAPIS)";4;0
D039;COFFRET VOYAGE DES SENS 2019;16;1
ENV42;ENVELOPPE ELECTIONS BLEU  (copie);7;0
D131;LOT DE 25 CARTES DE VOEUX CRISTAL 2020;16;1
D041;COFFRET TEA TIME 2017;16;1
HY502;DISTRIB.2 RLX PAP.HYG.HY004/05;9;0
HY503;DISTRI.MAXI ROUL.(HY003+HY006);9;0
HY171E;DETERGENT VAISSELLE MAIN ECOLOGIQUE 5 litres;15;0
U013;DEVIDOIR DE BUREAU BLANC;0;0
U012;DEVIDOIR DE BUREAU NOIR;0;0
HY178;NETTOYANT JAVELLISE 5L;9;0
U017;DEVIDOIR PISTOLET;0;0
TB049;DRAP BAIN BIO 70X140CM 600G BEIGE;80;0
K010NOI;DALLE PODOTACTILE D'EVEIL DE VIGILANCE (450 X 420 MM) NOIR;14;1
HY174;DETERGENT VAISSELLE PARFUME 1L;15;0
HY325;DESODORISANT FLEUR BLANCHE;9;0
ENV18;ENVELOPPE KRAFT ARME SOUFFL.260X330;7;0
ENV14;ENVELOPPE BLANC ARME SOUFFL.229X324;7;0
ENV15;ENVELOPPE KRAFT 260X330;7;0
ENV20;ENVELOPPE BLANC ARME SOUFFL.260X330;7;0
ENV19;ENVELOPPE BLANC ARME 260X330;7;0
ENV9;ENVELOPPE KRAFT 229X324;7;0
ENV2;ENVELOPPE110X220 BLANC 80GR;7;0
ENV90;ENVELOPPE KRAFT ARME 280X410 SOUF 90;7;0
ENV11;ENVELOPPE KRAFT ARME 229X324;7;0
ENV17;ENVELOPPE KRAFT ARME 260X330;7;0
ENV21;ENVELOPPE KRAFT 275X365;7;0
ENV27;ENVELOPPE 229X324 KRAFT FENETRE;7;0
ENV45;ENVELOPPE ELECTIONS ROSE ;7;0
ENV40;ENVELOPPE ELECTIONS BLANCHE ;7;0
ENV41;ENVELOPPE ELECTIONS BULLE ;7;0
ENV43;ENVELOPPE ELECTIONS JAUNE;7;0
ENV16;ENVELOPPE BLANC 260X330;7;0
ENV10;ENVELOPPE BLANCHES 229X324;7;0
ENV12;ENVELOPPE KRAFT ARME SOUFFL.229X324;7;0
ENV6;ENVELOPPE BLANCHES 162X229;7;0
HY303;EAU DE COLOGNE CHEVREFEU.500ML;9;0
HY310;EAU DE COLOGNE NATURE 125ML;9;0
HY311;EAU DE COLOGNE LAVANDE 125ML;9;0
HY312;EAU DE COLOGNE FOUGERES 125ML;9;0
HY313;EAU DE COLOGNE CHEVREFEU.125ML;9;0
ENV1;ENVELOPPE 114X162 BLANC 80GR;7;0
TB005;GANT TOILETTE BIO 15X22CM 600G BLEU MIN.;80;0
TB007;GANT TOILETTE BIO 15X22CM 600G PECHE;80;0
TB015;GANT TOILETTE BIO 15X22CM 600G CREME;80;0
ENV5;ENVELOPPE KRAFT 162X229;7;0
ENV4;ENVELOPPE 110X220 FENE.45X100;7;0
ENV3;ENVELOPPE 110X220 FENE.35X100;7;0
C044ANT;BAVOIR EPONGE 50X100 ANTHRACITE;4;1
HY148;GANT LATEX MENAGE T.L;9;0
HY142;GANT LATEX T.8/9 (200);9;0
HY141;GANT LATEX T.7/8 (200);9;0
HY14912;GANT ENDUIT NITRILE T.10 (2);9;0
HY140;GANT LATEX T.6/7 (200);9;0
HY147;GANT LATEX MENAGE T.M;9;0
POCH4;POCHETTES BULAIR BLANC 180X265;7;0
C025BLE;SERVIETTE INVITE 30 X 50 BLEU;4;1
C025CHO;SERVIETTE INVITE 30 X 50 CHOCOLAT;4;1
F186;CLASSEUR LEVIER FUSHIA DOS 75;7;0
POCH9;POCHETTES BULAIR BLANC 300X440;7;0
C044BLE;BAVOIR EPONGE 50X100 BLEU;4;1
C044FUC;BAVOIR EPONGE 50X100 FUCHSIA;4;1
C044TUR;BAVOIR EPONGE 50X100 TURQUOISE;4;1
TB011;GANT TOILETTE BIO 15X22CM 600G BLEU ARG.;80;0
B024B;LOT 24 SAVONS MECA BEIGE + 6 DISTRIBUTEURS 4L;17;0
B024BV;LOT 12 SAVONS MECA BEIGE + 12 VOLCANO + 6 DISTRIBUTEURS 4L;17;0
B024V;LOT 24 SAVONS GEL MECA VOLCANO + 6 DISTRIBUTEURS 4L;17;0
B012BV;LOT 6 SAVONS MECA BEIGE + 6 VOLCANO + 3 DISTRIBUTEURS 4L;17;0
B016BV;LOT 8 SAVONS MECA BEIGE + 8 VOLCANO + 4 DISTRIBUTEURS 4L;17;0
C015ROY;SERVIETTE ROUL 50X200 BLEU ROYAL;4;1
C015BOR;SERVIETTE ROUL 50X200 BORDEAUX;4;1
C015CHO;SERVIETTE ROUL 50X200 CHOCOLAT;4;1
C015TUR;SERVIETTE ROUL 50X200 TURQUOISE;4;1
C015VIO;SERVIETTE ROUL 50X200 VIOLET;4;1
C017CHO;SERVIETTE ROUL 50X300 CHOCOLAT;4;1
HY077;ETUI 16 LINGETTES PARE BRISE;9;1
